"conformsTo","distribution.title","issued","modified","publisher.subOrganizationOf.name","landingPage","title","temporal","publisher.subOrganizationOf.type","publisher.subOrganizationOf.subOrganizationOf.name","distribution.mediaType","systemOfRecords","isPartOf","type","describedBy","distribution.describedBy","description","contactPoint.fn","publisher.type","primaryITInvestmentUII","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.name","publisher.subOrganizationOf.subOrganizationOf.type","contactPoint.type","distribution.conformsTo","accessLevel","distribution.downloadURL","license","rights","spatial","publisher.name","distribution.format","contactPoint.hasEmail","distribution.accessURL","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.type","distribution.type","accrualPeriodicity","dataQuality","identifier","keyword","bureauCode","language","programCode",""
,,,"2016-04-05",,,"Child Support Enforcement Annual Data Report Form 34A - 2006","2004-12-31T19:00:00-05:00/2005-12-31T19:00:00-05:00",,,,,,"dcat:Dataset",,,"This dataset contains  information about collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act.
The information is obtained annually from a mandatory form submitted to the Agency by all participating states.

The Office of Child Support Enforcement uses this information to calculate and issue quarterly Federal grant awards and annual incentive payments to the State agencies administering the Child Support Enforcement Program.

This is considered public information and is published in an annual report of statistical and financial data available to the public.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"1bf7e8c1-8088-4bce-86c9-a28a86e41238","[""Administrative Enforcement"",""assistance"",""balances"",""Child Support Enforcement"",""collections"",""collections held for future support"",""collections pending distribution"",""collections received and distributed"",""collections sent to other states"",""current  assistance"",""disbursements"",""family"",""federal government"",""federal share"",""fees"",""fees withheld by state"",""former assistance"",""foster care"",""income withholding"",""iv-a assistance"",""iv-d program"",""iv-e assistance"",""medicaid"",""medical  support"",""net amounts"",""Other Countries"",""payments"",""reimbursement"",""remaining collections"",""support"",""tax refund"",""undistributed collections"",""unidentified collections""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Enforcement Annual Data Report Form 34A - 2006","2005-12-31T19:00:00-05:00/2006-09-29T20:00:00-04:00","org:Organization",,,,,"dcat:Dataset","http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_DICTIONARY.xlsx",,"This dataset contains annual data on collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act. The information is obtained quarterly from a mandatory form submitted to the Agency by all participating states. 
The Office of Child Support Enforcement uses this information to calculate and issue quarterly Federal grant awards and annual incentive payments to the State agencies administering the Child Support Enforcement Program. 
This is considered public information and is published in an annual report of statistical and financial data available to the public.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-HealthData@hhs.gov",,,,,,"be05b97c-c944-4632-9897-5b167b973df9","[""Administrative Enforcement"",""assistance"",""balances"",""Child Support Enforcement"",""collections"",""collections held for future support"",""collections pending distribution"",""collections received and distributed"",""collections sent to other states"",""current  assistance"",""disbursements"",""family"",""federal government"",""federal share"",""fees"",""fees withheld by state"",""former assistance"",""foster care"",""income withholding"",""iv-a assistance"",""iv-d program"",""iv-e assistance"",""medicaid"",""medical  support"",""net amounts"",""Other Countries"",""payments"",""reimbursement"",""remaining collections"",""support"",""tax refund"",""undistributed collections"",""unidentified collections""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"Child Support Enforcement Annual Data Report Form 34A - 2007","2006-12-31T19:00:00-05:00/2007-09-29T20:00:00-04:00",,,,,,"dcat:Dataset","http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_DICTIONARY.xlsx",,"This dataset contains annual data on collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act. The information is obtained quarterly from a mandatory form submitted to the Agency by all participating states. 
The Office of Child Support Enforcement uses this information to calculate and issue quarterly Federal grant awards and annual incentive payments to the State agencies administering the Child Support Enforcement Program. 
This is considered public information and is published in an annual report of statistical and financial data available to the public.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"d0b392c2-9587-4b34-a6f6-55743455434d","[""Administrative Enforcement"",""assistance"",""balances"",""Child Support Enforcement"",""collections"",""collections held for future support"",""collections pending distribution"",""collections received and distributed"",""collections sent to other states"",""current  assistance"",""disbursements"",""family"",""federal government"",""federal share"",""fees"",""fees withheld by state"",""former assistance"",""foster care"",""income withholding"",""iv-a assistance"",""iv-d program"",""iv-e assistance"",""medicaid"",""medical  support"",""net amounts"",""Other Countries"",""payments"",""reimbursement"",""remaining collections"",""support"",""tax refund"",""undistributed collections"",""unidentified collections""]","[""009:70""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Enforcement Annual Data Report Form 34A - 2008","2007-12-31T19:00:00-05:00/2008-09-29T20:00:00-04:00","org:Organization",,,,,"dcat:Dataset","http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_DICTIONARY.xlsx",,"This dataset contains annual data on collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act. The information is obtained quarterly from a mandatory form submitted to the Agency by all participating states. 
The Office of Child Support Enforcement uses this information to calculate and issue quarterly Federal grant awards and annual incentive payments to the State agencies administering the Child Support Enforcement Program. 
This is considered public information and is published in an annual report of statistical and financial data available to the public.
","HealthDatagov Questions","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-micrs.support@acf.hhs.gov",,,,,,"dfffb2e3-1731-4572-8b75-fcee4bf904cc","[""Administrative Enforcement"",""assistance"",""balances"",""Child Support Enforcement"",""collections"",""collections held for future support"",""collections pending distribution"",""collections received and distributed"",""collections sent to other states"",""current  assistance"",""disbursements"",""family"",""federal government"",""federal share"",""fees"",""fees withheld by state"",""former assistance"",""foster care"",""income withholding"",""iv-a assistance"",""iv-d program"",""iv-e assistance"",""medicaid"",""medical  support"",""net amounts"",""Other Countries"",""payments"",""reimbursement"",""remaining collections"",""support"",""tax refund"",""undistributed collections"",""unidentified collections""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Enforcement Annual Data Report Form 34A - 2009","2008-12-31T19:00:00-05:00/2009-09-29T20:00:00-04:00","org:Organization",,,,,"dcat:Dataset","http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_DICTIONARY.xlsx",,"This dataset contains annual data on collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act. The information is obtained quarterly from a mandatory form submitted to the Agency by all participating states. 
The Office of Child Support Enforcement uses this information to calculate and issue quarterly Federal grant awards and annual incentive payments to the State agencies administering the Child Support Enforcement Program. 
This is considered public information and is published in an annual report of statistical and financial data available to the public.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-HealthData@hhs.gov",,,,,,"0a752cda-80ac-4ab1-82fd-9b62432bde62","[""Administrative Enforcement"",""assistance"",""balances"",""Child Support Enforcement"",""collections"",""collections held for future support"",""collections pending distribution"",""collections received and distributed"",""collections sent to other states"",""current  assistance"",""disbursements"",""family"",""federal government"",""federal share"",""fees"",""fees withheld by state"",""former assistance"",""foster care"",""income withholding"",""iv-a assistance"",""iv-d program"",""iv-e assistance"",""medicaid"",""medical  support"",""net amounts"",""Other Countries"",""payments"",""reimbursement"",""remaining collections"",""support"",""tax refund"",""undistributed collections"",""unidentified collections""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Enforcement Annual Data Report Form 34A – YR 2010","2009-12-31T19:00:00-05:00/2009-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_DICTIONARY.xlsx",,"This dataset contains annual data on collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act.
","Data.gov Questions","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-micrs.support@acf.hhs.gov",,,,,,"c1e3ec8f-cee5-45f6-b5eb-f34610332335","[""Administrative Enforcement"",""assistance"",""balances"",""Child Support Enforcement"",""collections"",""collections held for future support"",""collections pending distribution"",""collections received and distributed"",""collections sent to other states"",""current assistance"",""disbursements"",""family"",""federal government"",""federal share"",""fees"",""fees withheld by state"",""former assistance"",""foster care"",""income withholding"",""iv-a assistance"",""iv-d program"",""iv-e assistance"",""medicaid"",""medical support"",""net amounts"",""Other Countries"",""payments"",""reimbursement"",""remaining collections"",""support"",""tax refund"",""undistributed collections"",""unidentified collections""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Enforcement Annual Data Report Form 34A – Yrs 2006 to 2014","2011-12-31T19:00:00-05:00/2011-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_DICTIONARY.xlsx",,"This dataset contains annual data on collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act.
","HealthData.Gov Questions","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-micrs.support@acf.hhs.gov",,,,"R/P1Y",,"c51e96df-1042-4ab9-a803-424383f5ba39","[""annual data"",""arrears"",""assistance"",""cases initiated in state"",""cases open"",""child"",""child support"",""Child Support Enforcement"",""children"",""current assistance"",""employees"",""former assistance"",""good cause"",""health insurance"",""interstate cases"",""iv-d offices"",""medicaid"",""medical coverage"",""medical support"",""never assistance"",""open cases"",""open interstate cases"",""out-of-wedlock"",""paternity"",""paternity established"",""support"",""support distributed"",""support due"",""title iv-a"",""title iv-d"",""title iv-e"",""tribal iv-a""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Enforcement Annual Data Report Form 34A and Instructions",,"org:Organization",,,,,"dcat:Dataset",,,"Federally approved OCSE Form 34A and instructions for child support professionals.
","HHS/ACF/OCSE Data Questions","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-dennis.putze@acf.hhs.gov",,,,,,"4f03d9be-5b22-49bb-ae18-61ad0f6c7d57","[""case management"",""Courts"",""Employer Responsibilities"",""Employers"",""enforcement"",""Federal Reporting"",""Federal Systems"",""Financial Institution Data Match"",""Financial Instructions"",""Forms"",""Guides Publications Reports"",""Income Wage Withholding"",""Intergovernmental Interstate"",""Locate"",""medical support"",""Multistate Employer Reporting"",""National Medical Support Notice"",""New Hire Reporting"",""OCSE-157 Annual Data Report"",""OCSE-34A Quarterly Report of Collections"",""OCSE-396A Financial Report"",""OCSE-75 Tribal Annual Data Report"",""order establishment"",""Paternity Establishment"",""Private Partners"",""Public Partners"",""review and modification"",""State Local Child Support Agencies"",""State Plan"",""Tribal Child Support Agencies"",""Tribal Plan"",""Verification of Employment""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Enforcement Handbook",,"org:Organization",,,,,"dcat:Dataset",,,"This handbook describes the basic steps to follow to establish paternity, to obtain a support order, and to collect the support due.
","Office of Child Support Enforcement (OCSE)","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-OCSEHotline@acf.hhs.gov",,,,,,"d3cd16fc-fc49-4c29-b28c-6e4daebbe263","[""arrears"",""assistance"",""cases initiated in state"",""cases open"",""child"",""child support"",""Child Support Enforcement"",""children"",""current assistance"",""custodial parent"",""employees"",""former assistance"",""good cause"",""health insurance"",""interstate cases"",""iv-d offices"",""medicaid"",""medical coverage"",""medical support"",""never assistance"",""noncustodial parent"",""open cases"",""open interstate cases"",""out-of-wedlock"",""parent"",""paternity"",""paternity established"",""support"",""support distributed"",""support due"",""title iv-a"",""title iv-d"",""title iv-e"",""tribal iv-a""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Enforcement Services Provided",,"org:Organization",,,,,"dcat:Dataset",,,"Information about the services provided by Federal Office of Child Support Enforcement (OCSE).
","HHS/ACF/OCSE Data Questions","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-dennis.putze@acf.hhs.gov",,,,,,"11145b3a-3c40-41f8-93fa-5fc067907b46","[""annual data"",""arrears"",""assistance"",""cases initiated in state"",""cases open"",""child"",""child support"",""Child Support Enforcement"",""children"",""current assistance"",""employees"",""former assistance"",""good cause"",""health insurance"",""interstate cases"",""iv-d offices"",""medicaid"",""medical coverage"",""medical support"",""never assistance"",""open cases"",""open interstate cases"",""out-of-wedlock"",""paternity"",""paternity established"",""support"",""support distributed"",""support due"",""title iv-a"",""title iv-d"",""title iv-e"",""tribal iv-a""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Support Websites and General Contact Information",,"org:Organization",,,,,"dcat:Dataset",,,"Provides contact information for state and tribal child support offices. Sitio Web para el Programa de Sustento de Menores e Información General
","Dennis Putze","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-dennis.putze@acf.hhs.gov",,,,,,"80f12943-162b-4ecd-a544-bd1c6a4ed3db","[""families"",""Program Information Contacts"",""State Local Child Support Agencies"",""Tribal Child Support Agencies""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Welfare Information Gateway State Statutes ","2010-12-31T19:00:00-05:00/2010-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Searchable State statutes for issues related to child abuse and neglect, child welfare, and adoption.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-HealthData@hhs.gov",,,,,,"e2f479cd-f807-4c96-9e6c-5087b102a257","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Welfare Monitoring Documents Library",,"org:Organization",,,,,"dcat:Dataset",,,"This online library contains full-text and printable versions of reports from the Children's Bureau's Child and Family Services Reviews.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-HealthData@hhs.gov",,,,,,"903911c9-7281-4f5b-b675-a1999dedafa5","[""child and family services review""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"Child Welfare Outcomes Data Portal","2003-12-31T19:00:00-05:00/2007-12-30T19:00:00-05:00",,,,,,"dcat:Dataset",,,"The most current Child Welfare Outcomes data is featured on this site. Through the site, you can view the data before the full report is published. The most recently published full report is Child Welfare Outcomes 2004-2007: Report to Congress.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"f7707293-3a86-4f71-9e8c-6ca27c4c4eca","[""department-of-health-amp-human-services""]","[""009:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Child Welfare Outcomes Reports",,"org:Organization",,,,,"dcat:Dataset",,,"These annual reports to Congress are available on line at the Children's Bureau's website.  They contain data from the Adoption and Foster Care Analysis and Reporting System, the National Child Abuse and Neglect Data Sytstem and Caseworker Visits.  These are State level data, not child level.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-HealthData@hhs.gov",,,,,,"b082993c-5902-4cb3-b2eb-ea2158d0daa2","[""child welfare"",""outcomes""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Childrens Health Insurance Program (CHIP)","2006-01-01T00:00:00-05:00/2013-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"This Web site discusses and provides downloadable data on state and program type, number of children ever enrolled, and the percentage of growth compared to the previous FY. It also provides links to data downloads about the Childrens Health Insurance Program Reauthorization Act (CHIPRA) Connecting Kids to Coverage Challenge, CHIP Reports and Evaluations, and CHIP state program information.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"567","[""Covered Services"",""Physician Services"",""Publically Available Data File - for download""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"CHIP Enrollment Reports","2012-01-01T00:00:00-05:00/2014-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"CHIP quarterly and annual statistical enrollment reports. The quarterly reports contain point-in-time and ever enrolled data and the annual reports contain ever enroll in the year data.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"565","[""Physician Services""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"CHIP Reauthorization Act of 2009 (CHIPRA)",,"org:Organization",,,,,"dcat:Dataset",,,"One of the clear goals of the Childrens Health Insurance Program Reauthorization Act of 2009 is to support states in developing efficient and effective strategies to identify, enroll, and retain health coverage for uninsured children who are eligible for Medicaid or CHIP, but are not enrolled. CHIPRA also provided flexibility to states to expand health care coverage to children who need it, and tasked the Secretary of Health and Human Services (HHS) with developing standards by which states can measure the quality of the care that children are receiving. This Web page provides links to data about the uninsured rate among children, gaps in coverage for children, and surveys about enrollment.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"596","[""Physician Services""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"CHIP Reporting in the CPS",,"org:Organization",,,,,"dcat:Dataset",,,"CHIP reporting in the CPS is unreliable. Only 10 to 30 percent of those with CHIP (but not Medicaid) report this type of coverage in the CPS. Many with CHIP report Medicaid coverage, so the reporting error for a Medicaid CHIP composite is smaller, but still substantial.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-Healthdata@hhs.gov",,,,,,"405","[""Physician Services""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"CHIP Reporting in the CPS",,,,,,,"dcat:Dataset",,,"CHIP reporting in the CPS is unreliable. Only 10 to 30 percent of those with CHIP (but not Medicaid) report this type of coverage in the CPS. Many with CHIP report Medicaid coverage, so the reporting error for a Medicaid CHIP composite is smaller, but still substantial.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"66dc2cc3-90fa-48e8-ad2e-9b2e90960631","[""chip"",""hospital"",""medicaid"",""national"",""physician-services"",""publications"",""research"",""survey""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"CHIPRA Performance Bonuses",,"org:Organization",,,,,"dcat:Dataset",,,"The Childrens Health Insurance Program Reauthorization Act of 2009 (CHIPRA) established performance bonuses, giving states an incentive to support enrollment and retention of eligible children in Medicaid and CHIP and helping to defray the costs associated with increasing enrollment of the lowest income children.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"387","[""Fact Sheets""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"CHIPRA Updated Child Core Set","2016-06-23T20:09:00-04:00/2016-06-23T20:15:00-04:00","org:Organization",,,,,"dcat:Dataset",,,"The Childrens Health Insurance Program Reauthorization Act of 2009 (CHIPRA) included provisions to strengthen the quality of care provided to and health outcomes of children in Medicaid and CHIP. CHIPRA required HHS to identify and publish a core measure set of childrens health care quality measures for voluntary use by State Medicaid and CHIP programs. On December 29, 2009, the Secretary posted for public comment in the Federal Register, an initial core set of 24 childrens health care quality measures for voluntary use by Medicaid and CHIP programs. The core set includes a range of childrens quality measures encompassing both physical and mental health. The 2015 Child Core Set was released through a December 2014 Informational Bulletin. The CHIPRA legislation provides that the Secretary shall issue updates to the Child Core Set beginning in January 2013 and annually thereafter. CMS worked with the National Quality Forums (NQF) Measures Application Partnership (MAP) to review the Child Core Set and to identify ways to improve it. A background report contains information on the MAPs review process, selection criteria, and feedback to CMS. State data derived from the core measures are part of the Secretarys Annual Report on the Quality of Care for Children in Medicaid and CHIP. States can voluntarily report the Child Core Set measures by using the 2015 Technical Specifications and Resource Manual. A summary of updates to the child core set technical specifications and resource manual for FFY 2015 is also available. CMS also has other initiatives that relate to childrens quality measures, including a Pediatric Quality Measures Program (PQMP) and the Pediatric Electronic Health Record Format. Section 401(a) of CHIPRA requires the Secretary of HHS to summarize state-specific information on the quality of health care furnished to children under Medicaid and CHIP. The first report was published in 2010 and annually thereafter.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"600","[""Chronic Condition"",""Medicaid Managed Care"",""Physician Services""]","[""009:38""]","[""en""]","[""009:000""]",
,,"2006-09-15","2015-01-31","Department of Health & Human Services","http://www.cms.gov/Research-Statistics-Data-and-Systems/Computer-Data-and-Systems/Privacy/Systems-of-Records-Items/09-70-0573-CCDR.html?DLPage=2&DLSort=0&DLSortDir=descending","Chronic Condition Data Repository",,"org:Organization",,,"09-70-0573",,"dcat:Dataset",,,"The purpose of this system is to collect and maintain a person-level view of identifiable data to establish a data repository to study chronically ill Medicare beneficiaries. This system will utilize data extraction tools to support accessing data by chronic conditions and process complex customized research data requests related to chronic illnesses. ","Health Data Initiative","org:Organization","009-000339370",,,"vcard-Contact",,"restricted public",,"http://www.usa.gov/publicdomain/label/1.0/","Contains personally identifiable information and is subject to the Privacy Act of 1974, as amended at 5 United States Code (U.S.C.) 552a.  Requests should be directed to the appropriate System Manager, identified in the System of Records notice.",,"Centers for Medicare & Medicaid Services",,"mailto-Healthdata@hhs.gov",,,,,true,"F9F8D29B-DAC0-4291-B171-C89E9EA5EBE3","[""medicare"",""chronic conditions""]","[""009:38""]",,"[""009:078""]",
,,,"2016-04-05",,,"Chronic Condition Data Warehouse",,,,,,,"dcat:Dataset",,,"The CMS Chronic Condition Data Warehouse (CCW) provides researchers with Medicare and Medicaid beneficiary, claims, and assessment data linked by beneficiary across the continuum of care. In the past, researchers analyzing data files were required to perform extensive analysis related to beneficiary matching, deduplication, and merging of the files in preparation for their study analysis. With the CCW data, this preliminary linkage work is already accomplished and delivered as part of the data files sent to researchers.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"e2979765-0000-4a1b-a8e9-570deab66085","[""chronic-condition"",""claims"",""county"",""eligibility"",""end-stage-renal-disease-esrd"",""enrollment"",""external-source"",""home-health-hha"",""medicaid"",""medicare"",""national"",""nursing-home"",""part-d"",""payments"",""prescription-drug-plans"",""prescription-drugs"",""skilled-nursing-snf"",""state"",""utilization""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Chronic Condition Data Warehouse",,"org:Organization",,,,,"dcat:Dataset",,,"The CMS Chronic Condition Data Warehouse (CCW) provides researchers with Medicare and Medicaid beneficiary, claims, and assessment data linked by beneficiary across the continuum of care. In the past, researchers analyzing data files were required to perform extensive analysis related to beneficiary matching, deduplication, and merging of the files in preparation for their study analysis. With the CCW data, this preliminary linkage work is already accomplished and delivered as part of the data files sent to researchers.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-Healthdata@hhs.gov",,,,,,"134","[""Chronic Condition"",""End Stage Renal Disease (ESRD)"",""External Source"",""Home Health (HHA)"",""Prescription Drug Plans"",""Skilled Nursing (SNF)""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Chronic Condition Public Use File (PUF)","2008-01-01T00:00:00-05:00/2010-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"This release contains the Chronic Conditions Public Use Files (PUF) with information from Medicare claims. The CMS Chronic Conditions PUF is an aggregated file in which each record is a profile or cell defined by the characteristics of Medicare beneficiaries. A profile is defined by all combinations of age category, gender, various chronic conditions, and dual-eligibility status of the beneficiaries.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"284","[""Chronic Condition"",""Publically Available Data File - for download""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Chronic Conditions among Medicare Beneficiaries","2008-01-01T00:00:00-05:00/2012-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"The data used in the chronic condition reports are based upon CMS administrative enrollment and claims data for Medicare beneficiaries enrolled in the fee-for-service program. These data are available from the CMS Chronic Condition Data Warehouse (CCW), a database with 100 percent of Medicare enrollment and fee-for-service claims data. The Medicare beneficiary population is limited to fee-for-service beneficiaries. We excluded Medicare beneficiaries with any Medicare Advantage enrollment during the year since claims data are not available for these beneficiaries. Also, we excluded beneficiaries who were enrolled at any time in the year in Part A only or Part B only, since their utilization and spending cannot be compared directly to beneficiaries enrolled in both Part A and Part B. Beneficiaries who died during the year are included up to their date of death if they meet the other inclusion criteria.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-MedicareChronicConditions@cms.hhs.gov",,,,,,"510","[""Chronic Condition"",""Dual Eligibles"",""Hospital Referral Region"",""Publically Available Data File - for download""]","[""009:38""]","[""en""]","[""009:000""]",
